"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SG.GEN.PARL.ZS","Proportion of seats held by women in national parliaments (%)","Women in parliaments are the percentage of parliamentary seats in a single or lower chamber held by women.","Inter-Parliamentary Union (IPU) (www.ipu.org).  For the year of 2020, the data is as of October 1, 2020.  For the year of 1998, the data is as of August 10, 1998.",
